game_id,round,team_region,team_seed,opp_region,opp_seed
r4_r1_g01,Elite Eight,Region 1,9,Region 1,10
r4_r1_g01,Elite Eight,Region 1,9,Region 1,3
r4_r1_g01,Elite Eight,Region 1,9,Region 1,14
r4_r1_g01,Elite Eight,Region 1,9,Region 1,6
r4_r1_g01,Elite Eight,Region 1,9,Region 1,11
r4_r1_g01,Elite Eight,Region 1,4,Region 1,2
r4_r1_g01,Elite Eight,Region 1,4,Region 1,15
r4_r1_g01,Elite Eight,Region 1,4,Region 1,7
r4_r1_g01,Elite Eight,Region 1,4,Region 1,10
r4_r1_g01,Elite Eight,Region 1,4,Region 1,3
r4_r1_g01,Elite Eight,Region 1,4,Region 1,14
r4_r1_g01,Elite Eight,Region 1,4,Region 1,6
r4_r1_g01,Elite Eight,Region 1,4,Region 1,11
r4_r1_g01,Elite Eight,Region 1,13,Region 1,2
r4_r1_g01,Elite Eight,Region 1,13,Region 1,15
r4_r1_g01,Elite Eight,Region 1,13,Region 1,7
r4_r1_g01,Elite Eight,Region 1,13,Region 1,10
r4_r1_g01,Elite Eight,Region 1,13,Region 1,3
r4_r1_g01,Elite Eight,Region 1,13,Region 1,14
r4_r1_g01,Elite Eight,Region 1,13,Region 1,6
r4_r1_g01,Elite Eight,Region 1,13,Region 1,11
r4_r1_g01,Elite Eight,Region 1,5,Region 1,2
r4_r1_g01,Elite Eight,Region 1,5,Region 1,15
r4_r1_g01,Elite Eight,Region 1,5,Region 1,7
r4_r1_g01,Elite Eight,Region 1,5,Region 1,10
r4_r1_g01,Elite Eight,Region 1,5,Region 1,3
r4_r1_g01,Elite Eight,Region 1,5,Region 1,14
r4_r1_g01,Elite Eight,Region 1,5,Region 1,6
r4_r1_g01,Elite Eight,Region 1,5,Region 1,11
r4_r1_g01,Elite Eight,Region 1,12,Region 1,2
r4_r1_g01,Elite Eight,Region 1,12,Region 1,15
r4_r1_g01,Elite Eight,Region 1,12,Region 1,7
r4_r1_g01,Elite Eight,Region 1,12,Region 1,10
r4_r1_g01,Elite Eight,Region 1,12,Region 1,3
r4_r1_g01,Elite Eight,Region 1,12,Region 1,14
r4_r1_g01,Elite Eight,Region 1,12,Region 1,6
r4_r1_g01,Elite Eight,Region 1,12,Region 1,11
r4_r2_g01,Elite Eight,Region 2,1,Region 2,2
r4_r2_g01,Elite Eight,Region 2,1,Region 2,15
r4_r2_g01,Elite Eight,Region 2,1,Region 2,7
r4_r2_g01,Elite Eight,Region 2,1,Region 2,10
r4_r2_g01,Elite Eight,Region 2,1,Region 2,3
r4_r2_g01,Elite Eight,Region 2,1,Region 2,14
r4_r2_g01,Elite Eight,Region 2,1,Region 2,6
r4_r2_g01,Elite Eight,Region 2,1,Region 2,11
r4_r2_g01,Elite Eight,Region 2,16,Region 2,2
r4_r2_g01,Elite Eight,Region 2,16,Region 2,15
r4_r2_g01,Elite Eight,Region 2,16,Region 2,7
r4_r2_g01,Elite Eight,Region 2,16,Region 2,10
r4_r2_g01,Elite Eight,Region 2,16,Region 2,3
r4_r2_g01,Elite Eight,Region 2,16,Region 2,14
r4_r2_g01,Elite Eight,Region 2,16,Region 2,6
r4_r2_g01,Elite Eight,Region 2,16,Region 2,11
r4_r2_g01,Elite Eight,Region 2,8,Region 2,2
r4_r2_g01,Elite Eight,Region 2,8,Region 2,15
r4_r2_g01,Elite Eight,Region 2,8,Region 2,7
r4_r2_g01,Elite Eight,Region 2,8,Region 2,10
r4_r2_g01,Elite Eight,Region 2,8,Region 2,3
r4_r2_g01,Elite Eight,Region 2,8,Region 2,14
r4_r2_g01,Elite Eight,Region 2,8,Region 2,6
r4_r2_g01,Elite Eight,Region 2,8,Region 2,11
r4_r2_g01,Elite Eight,Region 2,9,Region 2,2
r4_r2_g01,Elite Eight,Region 2,9,Region 2,15
r4_r2_g01,Elite Eight,Region 2,9,Region 2,7
r4_r2_g01,Elite Eight,Region 2,9,Region 2,10
r4_r2_g01,Elite Eight,Region 2,9,Region 2,3
r4_r2_g01,Elite Eight,Region 2,9,Region 2,14
r4_r2_g01,Elite Eight,Region 2,9,Region 2,6
r4_r2_g01,Elite Eight,Region 2,9,Region 2,11
r4_r2_g01,Elite Eight,Region 2,4,Region 2,2
r4_r2_g01,Elite Eight,Region 2,4,Region 2,15
r4_r2_g01,Elite Eight,Region 2,4,Region 2,7
r4_r2_g01,Elite Eight,Region 2,4,Region 2,10
r4_r2_g01,Elite Eight,Region 2,4,Region 2,3
r4_r2_g01,Elite Eight,Region 2,4,Region 2,14
r4_r2_g01,Elite Eight,Region 2,4,Region 2,6
r4_r2_g01,Elite Eight,Region 2,4,Region 2,11
r4_r2_g01,Elite Eight,Region 2,13,Region 2,2
r4_r2_g01,Elite Eight,Region 2,13,Region 2,15
r4_r2_g01,Elite Eight,Region 2,13,Region 2,7
r4_r2_g01,Elite Eight,Region 2,13,Region 2,10
r4_r2_g01,Elite Eight,Region 2,13,Region 2,3
r4_r2_g01,Elite Eight,Region 2,13,Region 2,14
r4_r2_g01,Elite Eight,Region 2,13,Region 2,6
r4_r2_g01,Elite Eight,Region 2,13,Region 2,11
r4_r2_g01,Elite Eight,Region 2,5,Region 2,2
r4_r2_g01,Elite Eight,Region 2,5,Region 2,15
r4_r2_g01,Elite Eight,Region 2,5,Region 2,7
r4_r2_g01,Elite Eight,Region 2,5,Region 2,10
r4_r2_g01,Elite Eight,Region 2,5,Region 2,3
r4_r2_g01,Elite Eight,Region 2,5,Region 2,14
r4_r2_g01,Elite Eight,Region 2,5,Region 2,6
r4_r2_g01,Elite Eight,Region 2,5,Region 2,11
r4_r2_g01,Elite Eight,Region 2,12,Region 2,2
r4_r2_g01,Elite Eight,Region 2,12,Region 2,15
r4_r2_g01,Elite Eight,Region 2,12,Region 2,7
r4_r2_g01,Elite Eight,Region 2,12,Region 2,10
r4_r2_g01,Elite Eight,Region 2,12,Region 2,3
r4_r2_g01,Elite Eight,Region 2,12,Region 2,14
r4_r2_g01,Elite Eight,Region 2,12,Region 2,6
r4_r2_g01,Elite Eight,Region 2,12,Region 2,11
r4_r3_g01,Elite Eight,Region 3,1,Region 3,2
r4_r3_g01,Elite Eight,Region 3,1,Region 3,15
r4_r3_g01,Elite Eight,Region 3,1,Region 3,7
r4_r3_g01,Elite Eight,Region 3,1,Region 3,10
r4_r3_g01,Elite Eight,Region 3,1,Region 3,3
r4_r3_g01,Elite Eight,Region 3,1,Region 3,14
r4_r3_g01,Elite Eight,Region 3,1,Region 3,6
r4_r3_g01,Elite Eight,Region 3,1,Region 3,11
r4_r3_g01,Elite Eight,Region 3,16,Region 3,2
r4_r3_g01,Elite Eight,Region 3,16,Region 3,15
r4_r3_g01,Elite Eight,Region 3,16,Region 3,7
r4_r3_g01,Elite Eight,Region 3,16,Region 3,10
r4_r3_g01,Elite Eight,Region 3,16,Region 3,3
r4_r3_g01,Elite Eight,Region 3,16,Region 3,14
r4_r3_g01,Elite Eight,Region 3,16,Region 3,6
r4_r3_g01,Elite Eight,Region 3,16,Region 3,11
r4_r3_g01,Elite Eight,Region 3,8,Region 3,2
r4_r3_g01,Elite Eight,Region 3,8,Region 3,15
r4_r3_g01,Elite Eight,Region 3,8,Region 3,7
r4_r3_g01,Elite Eight,Region 3,8,Region 3,10
r4_r3_g01,Elite Eight,Region 3,8,Region 3,3
r4_r3_g01,Elite Eight,Region 3,8,Region 3,14
r4_r3_g01,Elite Eight,Region 3,8,Region 3,6
r4_r3_g01,Elite Eight,Region 3,8,Region 3,11
r4_r3_g01,Elite Eight,Region 3,9,Region 3,2
r4_r3_g01,Elite Eight,Region 3,9,Region 3,15
r4_r3_g01,Elite Eight,Region 3,9,Region 3,7
r4_r3_g01,Elite Eight,Region 3,9,Region 3,10
r4_r3_g01,Elite Eight,Region 3,9,Region 3,3
r4_r3_g01,Elite Eight,Region 3,9,Region 3,14
r4_r3_g01,Elite Eight,Region 3,9,Region 3,6
r4_r3_g01,Elite Eight,Region 3,9,Region 3,11
r4_r3_g01,Elite Eight,Region 3,4,Region 3,2
r4_r3_g01,Elite Eight,Region 3,4,Region 3,15
r4_r3_g01,Elite Eight,Region 3,4,Region 3,7
r4_r3_g01,Elite Eight,Region 3,4,Region 3,10
r4_r3_g01,Elite Eight,Region 3,4,Region 3,3
r4_r3_g01,Elite Eight,Region 3,4,Region 3,14
r4_r3_g01,Elite Eight,Region 3,4,Region 3,6
r4_r3_g01,Elite Eight,Region 3,4,Region 3,11
r4_r3_g01,Elite Eight,Region 3,13,Region 3,2
r4_r3_g01,Elite Eight,Region 3,13,Region 3,15
r4_r3_g01,Elite Eight,Region 3,13,Region 3,7
r4_r3_g01,Elite Eight,Region 3,13,Region 3,10
r4_r3_g01,Elite Eight,Region 3,13,Region 3,3
r4_r3_g01,Elite Eight,Region 3,13,Region 3,14
r4_r3_g01,Elite Eight,Region 3,13,Region 3,6
r4_r3_g01,Elite Eight,Region 3,13,Region 3,11
r4_r3_g01,Elite Eight,Region 3,5,Region 3,2
r4_r3_g01,Elite Eight,Region 3,5,Region 3,15
r4_r3_g01,Elite Eight,Region 3,5,Region 3,7
r4_r3_g01,Elite Eight,Region 3,5,Region 3,10
r4_r3_g01,Elite Eight,Region 3,5,Region 3,3
r4_r3_g01,Elite Eight,Region 3,5,Region 3,14
r4_r3_g01,Elite Eight,Region 3,5,Region 3,6
r4_r3_g01,Elite Eight,Region 3,5,Region 3,11
r4_r3_g01,Elite Eight,Region 3,12,Region 3,2
r4_r3_g01,Elite Eight,Region 3,12,Region 3,15
r4_r3_g01,Elite Eight,Region 3,12,Region 3,7
r4_r3_g01,Elite Eight,Region 3,12,Region 3,10
r4_r3_g01,Elite Eight,Region 3,12,Region 3,3
r4_r3_g01,Elite Eight,Region 3,12,Region 3,14
r4_r3_g01,Elite Eight,Region 3,12,Region 3,6
r4_r3_g01,Elite Eight,Region 3,12,Region 3,11
r4_r4_g01,Elite Eight,Region 4,1,Region 4,2
r4_r4_g01,Elite Eight,Region 4,1,Region 4,15
r4_r4_g01,Elite Eight,Region 4,1,Region 4,7
r4_r4_g01,Elite Eight,Region 4,1,Region 4,10
r4_r4_g01,Elite Eight,Region 4,1,Region 4,3
r4_r4_g01,Elite Eight,Region 4,1,Region 4,14
r4_r4_g01,Elite Eight,Region 4,1,Region 4,6
r4_r4_g01,Elite Eight,Region 4,1,Region 4,11
r4_r4_g01,Elite Eight,Region 4,16,Region 4,2
r4_r4_g01,Elite Eight,Region 4,16,Region 4,15
r4_r4_g01,Elite Eight,Region 4,16,Region 4,7
r4_r4_g01,Elite Eight,Region 4,16,Region 4,10
r4_r4_g01,Elite Eight,Region 4,16,Region 4,3
r4_r4_g01,Elite Eight,Region 4,16,Region 4,14
r4_r4_g01,Elite Eight,Region 4,16,Region 4,6
r4_r4_g01,Elite Eight,Region 4,16,Region 4,11
r4_r4_g01,Elite Eight,Region 4,8,Region 4,2
r4_r4_g01,Elite Eight,Region 4,8,Region 4,15
r4_r4_g01,Elite Eight,Region 4,8,Region 4,7
r4_r4_g01,Elite Eight,Region 4,8,Region 4,10
r4_r4_g01,Elite Eight,Region 4,8,Region 4,3
r4_r4_g01,Elite Eight,Region 4,8,Region 4,14
r4_r4_g01,Elite Eight,Region 4,8,Region 4,6
r4_r4_g01,Elite Eight,Region 4,8,Region 4,11
r4_r4_g01,Elite Eight,Region 4,9,Region 4,2
r4_r4_g01,Elite Eight,Region 4,9,Region 4,15
r4_r4_g01,Elite Eight,Region 4,9,Region 4,7
r4_r4_g01,Elite Eight,Region 4,9,Region 4,10
r4_r4_g01,Elite Eight,Region 4,9,Region 4,3
r4_r4_g01,Elite Eight,Region 4,9,Region 4,14
r4_r4_g01,Elite Eight,Region 4,9,Region 4,6
r4_r4_g01,Elite Eight,Region 4,9,Region 4,11
r4_r4_g01,Elite Eight,Region 4,4,Region 4,2
r4_r4_g01,Elite Eight,Region 4,4,Region 4,15
r4_r4_g01,Elite Eight,Region 4,4,Region 4,7
r4_r4_g01,Elite Eight,Region 4,4,Region 4,10
r4_r4_g01,Elite Eight,Region 4,4,Region 4,3
r4_r4_g01,Elite Eight,Region 4,4,Region 4,14
r4_r4_g01,Elite Eight,Region 4,4,Region 4,6
r4_r4_g01,Elite Eight,Region 4,4,Region 4,11
r4_r4_g01,Elite Eight,Region 4,13,Region 4,2
r4_r4_g01,Elite Eight,Region 4,13,Region 4,15
r4_r4_g01,Elite Eight,Region 4,13,Region 4,7
r4_r4_g01,Elite Eight,Region 4,13,Region 4,10
r4_r4_g01,Elite Eight,Region 4,13,Region 4,3
r4_r4_g01,Elite Eight,Region 4,13,Region 4,14
r4_r4_g01,Elite Eight,Region 4,13,Region 4,6
r4_r4_g01,Elite Eight,Region 4,13,Region 4,11
r4_r4_g01,Elite Eight,Region 4,5,Region 4,2
r4_r4_g01,Elite Eight,Region 4,5,Region 4,15
r4_r4_g01,Elite Eight,Region 4,5,Region 4,7
r4_r4_g01,Elite Eight,Region 4,5,Region 4,10
r4_r4_g01,Elite Eight,Region 4,5,Region 4,3
r4_r4_g01,Elite Eight,Region 4,5,Region 4,14
r4_r4_g01,Elite Eight,Region 4,5,Region 4,6
r4_r4_g01,Elite Eight,Region 4,5,Region 4,11
r4_r4_g01,Elite Eight,Region 4,12,Region 4,2
r4_r4_g01,Elite Eight,Region 4,12,Region 4,15
r4_r4_g01,Elite Eight,Region 4,12,Region 4,7
r4_r4_g01,Elite Eight,Region 4,12,Region 4,10
r4_r4_g01,Elite Eight,Region 4,12,Region 4,3
r4_r4_g01,Elite Eight,Region 4,12,Region 4,14
r4_r4_g01,Elite Eight,Region 4,12,Region 4,6
r4_r4_g01,Elite Eight,Region 4,12,Region 4,11
r4_r1_g01,Elite Eight,Region 1,2,Region 1,1
r4_r1_g01,Elite Eight,Region 1,15,Region 1,1
r4_r1_g01,Elite Eight,Region 1,7,Region 1,1
r4_r1_g01,Elite Eight,Region 1,10,Region 1,1
r4_r1_g01,Elite Eight,Region 1,3,Region 1,1
r4_r1_g01,Elite Eight,Region 1,14,Region 1,1
r4_r1_g01,Elite Eight,Region 1,6,Region 1,1
r4_r1_g01,Elite Eight,Region 1,11,Region 1,1
r4_r1_g01,Elite Eight,Region 1,2,Region 1,16
r4_r1_g01,Elite Eight,Region 1,15,Region 1,16
r4_r1_g01,Elite Eight,Region 1,7,Region 1,16
r4_r1_g01,Elite Eight,Region 1,10,Region 1,16
r4_r1_g01,Elite Eight,Region 1,3,Region 1,16
r4_r1_g01,Elite Eight,Region 1,14,Region 1,16
r4_r1_g01,Elite Eight,Region 1,6,Region 1,16
r4_r1_g01,Elite Eight,Region 1,11,Region 1,16
r4_r1_g01,Elite Eight,Region 1,2,Region 1,8
r4_r1_g01,Elite Eight,Region 1,15,Region 1,8
r4_r1_g01,Elite Eight,Region 1,7,Region 1,8
r4_r1_g01,Elite Eight,Region 1,10,Region 1,8
r4_r1_g01,Elite Eight,Region 1,3,Region 1,8
r4_r1_g01,Elite Eight,Region 1,14,Region 1,8
r4_r1_g01,Elite Eight,Region 1,6,Region 1,8
r4_r1_g01,Elite Eight,Region 1,11,Region 1,8
r4_r1_g01,Elite Eight,Region 1,2,Region 1,9
r4_r1_g01,Elite Eight,Region 1,15,Region 1,9
r4_r1_g01,Elite Eight,Region 1,7,Region 1,9
r4_r1_g01,Elite Eight,Region 1,10,Region 1,9
r4_r1_g01,Elite Eight,Region 1,3,Region 1,9
r4_r1_g01,Elite Eight,Region 1,14,Region 1,9
r4_r1_g01,Elite Eight,Region 1,6,Region 1,9
r4_r1_g01,Elite Eight,Region 1,11,Region 1,9
r4_r1_g01,Elite Eight,Region 1,2,Region 1,4
r4_r1_g01,Elite Eight,Region 1,15,Region 1,4
r4_r1_g01,Elite Eight,Region 1,7,Region 1,4
r4_r1_g01,Elite Eight,Region 1,10,Region 1,4
r4_r1_g01,Elite Eight,Region 1,3,Region 1,4
r4_r1_g01,Elite Eight,Region 1,14,Region 1,4
r4_r1_g01,Elite Eight,Region 1,6,Region 1,4
r4_r1_g01,Elite Eight,Region 1,11,Region 1,4
r4_r1_g01,Elite Eight,Region 1,2,Region 1,13
r4_r1_g01,Elite Eight,Region 1,15,Region 1,13
r4_r1_g01,Elite Eight,Region 1,7,Region 1,13
r4_r1_g01,Elite Eight,Region 1,10,Region 1,13
r4_r1_g01,Elite Eight,Region 1,3,Region 1,13
r4_r1_g01,Elite Eight,Region 1,14,Region 1,13
r4_r1_g01,Elite Eight,Region 1,6,Region 1,13
r4_r1_g01,Elite Eight,Region 1,11,Region 1,13
r4_r1_g01,Elite Eight,Region 1,2,Region 1,5
r4_r1_g01,Elite Eight,Region 1,15,Region 1,5
r4_r1_g01,Elite Eight,Region 1,7,Region 1,5
r4_r1_g01,Elite Eight,Region 1,10,Region 1,5
r4_r1_g01,Elite Eight,Region 1,3,Region 1,5
r4_r1_g01,Elite Eight,Region 1,14,Region 1,5
r4_r1_g01,Elite Eight,Region 1,6,Region 1,5
r4_r1_g01,Elite Eight,Region 1,11,Region 1,5
r4_r1_g01,Elite Eight,Region 1,2,Region 1,12
r4_r1_g01,Elite Eight,Region 1,15,Region 1,12
r4_r1_g01,Elite Eight,Region 1,7,Region 1,12
r4_r1_g01,Elite Eight,Region 1,10,Region 1,12
r4_r1_g01,Elite Eight,Region 1,3,Region 1,12
r4_r1_g01,Elite Eight,Region 1,14,Region 1,12
r4_r1_g01,Elite Eight,Region 1,6,Region 1,12
r4_r1_g01,Elite Eight,Region 1,11,Region 1,12
r4_r2_g01,Elite Eight,Region 2,2,Region 2,1
r4_r2_g01,Elite Eight,Region 2,15,Region 2,1
r4_r2_g01,Elite Eight,Region 2,7,Region 2,1
r4_r2_g01,Elite Eight,Region 2,10,Region 2,1
r4_r2_g01,Elite Eight,Region 2,3,Region 2,1
r4_r2_g01,Elite Eight,Region 2,14,Region 2,1
r4_r2_g01,Elite Eight,Region 2,6,Region 2,1
r4_r2_g01,Elite Eight,Region 2,11,Region 2,1
r4_r2_g01,Elite Eight,Region 2,2,Region 2,16
r4_r2_g01,Elite Eight,Region 2,15,Region 2,16
r4_r2_g01,Elite Eight,Region 2,7,Region 2,16
r4_r2_g01,Elite Eight,Region 2,10,Region 2,16
r4_r2_g01,Elite Eight,Region 2,3,Region 2,16
r4_r2_g01,Elite Eight,Region 2,14,Region 2,16
r4_r2_g01,Elite Eight,Region 2,6,Region 2,16
r4_r2_g01,Elite Eight,Region 2,11,Region 2,16
r4_r2_g01,Elite Eight,Region 2,2,Region 2,8
r4_r2_g01,Elite Eight,Region 2,15,Region 2,8
r4_r2_g01,Elite Eight,Region 2,7,Region 2,8
r4_r2_g01,Elite Eight,Region 2,10,Region 2,8
r4_r2_g01,Elite Eight,Region 2,3,Region 2,8
r4_r2_g01,Elite Eight,Region 2,14,Region 2,8
r4_r2_g01,Elite Eight,Region 2,6,Region 2,8
r4_r2_g01,Elite Eight,Region 2,11,Region 2,8
r4_r2_g01,Elite Eight,Region 2,2,Region 2,9
r4_r2_g01,Elite Eight,Region 2,15,Region 2,9
r4_r2_g01,Elite Eight,Region 2,7,Region 2,9
r4_r2_g01,Elite Eight,Region 2,10,Region 2,9
r4_r2_g01,Elite Eight,Region 2,3,Region 2,9
r4_r2_g01,Elite Eight,Region 2,14,Region 2,9
r4_r2_g01,Elite Eight,Region 2,6,Region 2,9
r4_r2_g01,Elite Eight,Region 2,11,Region 2,9
r4_r2_g01,Elite Eight,Region 2,2,Region 2,4
r4_r2_g01,Elite Eight,Region 2,15,Region 2,4
r4_r2_g01,Elite Eight,Region 2,7,Region 2,4
r4_r2_g01,Elite Eight,Region 2,10,Region 2,4
r4_r2_g01,Elite Eight,Region 2,3,Region 2,4
r4_r2_g01,Elite Eight,Region 2,14,Region 2,4
r4_r2_g01,Elite Eight,Region 2,6,Region 2,4
r4_r2_g01,Elite Eight,Region 2,11,Region 2,4
r4_r2_g01,Elite Eight,Region 2,2,Region 2,13
r4_r2_g01,Elite Eight,Region 2,15,Region 2,13
r4_r2_g01,Elite Eight,Region 2,7,Region 2,13
r4_r2_g01,Elite Eight,Region 2,10,Region 2,13
r4_r2_g01,Elite Eight,Region 2,3,Region 2,13
r4_r2_g01,Elite Eight,Region 2,14,Region 2,13
r4_r2_g01,Elite Eight,Region 2,6,Region 2,13
r4_r2_g01,Elite Eight,Region 2,11,Region 2,13
r4_r2_g01,Elite Eight,Region 2,2,Region 2,5
r4_r2_g01,Elite Eight,Region 2,15,Region 2,5
r4_r2_g01,Elite Eight,Region 2,7,Region 2,5
r4_r2_g01,Elite Eight,Region 2,10,Region 2,5
r4_r2_g01,Elite Eight,Region 2,3,Region 2,5
r4_r2_g01,Elite Eight,Region 2,14,Region 2,5
r4_r2_g01,Elite Eight,Region 2,6,Region 2,5
r4_r2_g01,Elite Eight,Region 2,11,Region 2,5
r4_r2_g01,Elite Eight,Region 2,2,Region 2,12
r4_r2_g01,Elite Eight,Region 2,15,Region 2,12
r4_r2_g01,Elite Eight,Region 2,7,Region 2,12
r4_r2_g01,Elite Eight,Region 2,10,Region 2,12
r4_r2_g01,Elite Eight,Region 2,3,Region 2,12
r4_r2_g01,Elite Eight,Region 2,14,Region 2,12
r4_r2_g01,Elite Eight,Region 2,6,Region 2,12
r4_r2_g01,Elite Eight,Region 2,11,Region 2,12
r4_r3_g01,Elite Eight,Region 3,2,Region 3,1
r4_r3_g01,Elite Eight,Region 3,15,Region 3,1
r4_r3_g01,Elite Eight,Region 3,7,Region 3,1
r4_r3_g01,Elite Eight,Region 3,10,Region 3,1
r4_r3_g01,Elite Eight,Region 3,3,Region 3,1
r4_r3_g01,Elite Eight,Region 3,14,Region 3,1
r4_r3_g01,Elite Eight,Region 3,6,Region 3,1
r4_r3_g01,Elite Eight,Region 3,11,Region 3,1
r4_r3_g01,Elite Eight,Region 3,2,Region 3,16
r4_r3_g01,Elite Eight,Region 3,15,Region 3,16
r4_r3_g01,Elite Eight,Region 3,7,Region 3,16
r4_r3_g01,Elite Eight,Region 3,10,Region 3,16
r4_r3_g01,Elite Eight,Region 3,3,Region 3,16
r4_r3_g01,Elite Eight,Region 3,14,Region 3,16
r4_r3_g01,Elite Eight,Region 3,6,Region 3,16
r4_r3_g01,Elite Eight,Region 3,11,Region 3,16
r4_r3_g01,Elite Eight,Region 3,2,Region 3,8
r4_r3_g01,Elite Eight,Region 3,15,Region 3,8
r4_r3_g01,Elite Eight,Region 3,7,Region 3,8
r4_r3_g01,Elite Eight,Region 3,10,Region 3,8
r4_r3_g01,Elite Eight,Region 3,3,Region 3,8
r4_r3_g01,Elite Eight,Region 3,14,Region 3,8
r4_r3_g01,Elite Eight,Region 3,6,Region 3,8
r4_r3_g01,Elite Eight,Region 3,11,Region 3,8
r4_r3_g01,Elite Eight,Region 3,2,Region 3,9
r4_r3_g01,Elite Eight,Region 3,15,Region 3,9
r4_r3_g01,Elite Eight,Region 3,7,Region 3,9
r4_r3_g01,Elite Eight,Region 3,10,Region 3,9
r4_r3_g01,Elite Eight,Region 3,3,Region 3,9
r4_r3_g01,Elite Eight,Region 3,14,Region 3,9
r4_r3_g01,Elite Eight,Region 3,6,Region 3,9
r4_r3_g01,Elite Eight,Region 3,11,Region 3,9
r4_r3_g01,Elite Eight,Region 3,2,Region 3,4
r4_r3_g01,Elite Eight,Region 3,15,Region 3,4
r4_r3_g01,Elite Eight,Region 3,7,Region 3,4
r4_r3_g01,Elite Eight,Region 3,10,Region 3,4
r4_r3_g01,Elite Eight,Region 3,3,Region 3,4
r4_r3_g01,Elite Eight,Region 3,14,Region 3,4
r4_r3_g01,Elite Eight,Region 3,6,Region 3,4
r4_r3_g01,Elite Eight,Region 3,11,Region 3,4
r4_r3_g01,Elite Eight,Region 3,2,Region 3,13
r4_r3_g01,Elite Eight,Region 3,15,Region 3,13
r4_r3_g01,Elite Eight,Region 3,7,Region 3,13
r4_r3_g01,Elite Eight,Region 3,10,Region 3,13
r4_r3_g01,Elite Eight,Region 3,3,Region 3,13
r4_r3_g01,Elite Eight,Region 3,14,Region 3,13
r4_r3_g01,Elite Eight,Region 3,6,Region 3,13
r4_r3_g01,Elite Eight,Region 3,11,Region 3,13
r4_r3_g01,Elite Eight,Region 3,2,Region 3,5
r4_r3_g01,Elite Eight,Region 3,15,Region 3,5
r4_r3_g01,Elite Eight,Region 3,7,Region 3,5
r4_r3_g01,Elite Eight,Region 3,10,Region 3,5
r4_r3_g01,Elite Eight,Region 3,3,Region 3,5
r4_r3_g01,Elite Eight,Region 3,14,Region 3,5
r4_r3_g01,Elite Eight,Region 3,6,Region 3,5
r4_r3_g01,Elite Eight,Region 3,11,Region 3,5
r4_r3_g01,Elite Eight,Region 3,2,Region 3,12
r4_r3_g01,Elite Eight,Region 3,15,Region 3,12
r4_r3_g01,Elite Eight,Region 3,7,Region 3,12
r4_r3_g01,Elite Eight,Region 3,10,Region 3,12
r4_r3_g01,Elite Eight,Region 3,3,Region 3,12
r4_r3_g01,Elite Eight,Region 3,14,Region 3,12
r4_r3_g01,Elite Eight,Region 3,6,Region 3,12
r4_r3_g01,Elite Eight,Region 3,11,Region 3,12
r4_r4_g01,Elite Eight,Region 4,2,Region 4,1
r4_r4_g01,Elite Eight,Region 4,15,Region 4,1
r4_r4_g01,Elite Eight,Region 4,7,Region 4,1
r4_r4_g01,Elite Eight,Region 4,10,Region 4,1
r4_r4_g01,Elite Eight,Region 4,3,Region 4,1
r4_r4_g01,Elite Eight,Region 4,14,Region 4,1
r4_r4_g01,Elite Eight,Region 4,6,Region 4,1
r4_r4_g01,Elite Eight,Region 4,11,Region 4,1
r4_r4_g01,Elite Eight,Region 4,2,Region 4,16
r4_r4_g01,Elite Eight,Region 4,15,Region 4,16
r4_r4_g01,Elite Eight,Region 4,7,Region 4,16
r4_r4_g01,Elite Eight,Region 4,10,Region 4,16
r4_r4_g01,Elite Eight,Region 4,3,Region 4,16
r4_r4_g01,Elite Eight,Region 4,14,Region 4,16
r4_r4_g01,Elite Eight,Region 4,6,Region 4,16
r4_r4_g01,Elite Eight,Region 4,11,Region 4,16
r4_r4_g01,Elite Eight,Region 4,2,Region 4,8
r4_r4_g01,Elite Eight,Region 4,15,Region 4,8
r4_r4_g01,Elite Eight,Region 4,7,Region 4,8
r4_r4_g01,Elite Eight,Region 4,10,Region 4,8
r4_r4_g01,Elite Eight,Region 4,3,Region 4,8
r4_r4_g01,Elite Eight,Region 4,14,Region 4,8
r4_r4_g01,Elite Eight,Region 4,6,Region 4,8
r4_r4_g01,Elite Eight,Region 4,11,Region 4,8
r4_r4_g01,Elite Eight,Region 4,2,Region 4,9
r4_r4_g01,Elite Eight,Region 4,15,Region 4,9
r4_r4_g01,Elite Eight,Region 4,7,Region 4,9
r4_r4_g01,Elite Eight,Region 4,10,Region 4,9
r4_r4_g01,Elite Eight,Region 4,3,Region 4,9
r4_r4_g01,Elite Eight,Region 4,14,Region 4,9
r4_r4_g01,Elite Eight,Region 4,6,Region 4,9
r4_r4_g01,Elite Eight,Region 4,11,Region 4,9
r4_r4_g01,Elite Eight,Region 4,2,Region 4,4
r4_r4_g01,Elite Eight,Region 4,15,Region 4,4
r4_r4_g01,Elite Eight,Region 4,7,Region 4,4
r4_r4_g01,Elite Eight,Region 4,10,Region 4,4
r4_r4_g01,Elite Eight,Region 4,3,Region 4,4
r4_r4_g01,Elite Eight,Region 4,14,Region 4,4
r4_r4_g01,Elite Eight,Region 4,6,Region 4,4
r4_r4_g01,Elite Eight,Region 4,11,Region 4,4
r4_r4_g01,Elite Eight,Region 4,2,Region 4,13
r4_r4_g01,Elite Eight,Region 4,15,Region 4,13
r4_r4_g01,Elite Eight,Region 4,7,Region 4,13
r4_r4_g01,Elite Eight,Region 4,10,Region 4,13
